station_name,year,josha_num,lines
名古屋港,2004,1721198.0,1
名古屋港,2005,2334880.0,1
名古屋港,2006,2064326.0,1
名古屋港,2007,2078925.0,1
名古屋港,2008,1852687.0,1
名古屋港,2009,1734760.0,1
名古屋港,2010,1690582.0,1
名古屋港,2011,1724879.0,1
名古屋港,2012,1805078.0,1
名古屋港,2013,1901465.0,1
名古屋港,2014,1861300.0,1
名古屋港,2015,1944235.0,1
名古屋競馬場前,2004,247449.0,1
名古屋競馬場前,2005,667459.0,1
名古屋競馬場前,2006,744420.0,1
名古屋競馬場前,2007,824749.0,1
名古屋競馬場前,2008,955634.0,1
名古屋競馬場前,2009,945641.0,1
名古屋競馬場前,2010,975853.0,1
名古屋競馬場前,2011,1017105.0,1
名古屋競馬場前,2012,1037106.0,1
名古屋競馬場前,2013,1054561.0,1
名古屋競馬場前,2014,1114314.0,1
名古屋競馬場前,2015,1117794.0,1
名城公園,1991,1958769.0,2
名城公園,1992,1787287.0,2
名城公園,1993,1651400.0,2
名城公園,1994,1566398.0,2
名城公園,1995,1690368.0,2
名城公園,1996,1464735.0,2
名城公園,1997,1449008.0,2
名城公園,1998,1415187.0,2
名城公園,1999,1362695.0,2
名城公園,2000,1317818.0,2
名城公園,2001,1399893.0,2
名城公園,2002,1363151.0,2
名城公園,2003,1588315.0,2
名城公園,2004,1561842.0,2
名城公園,2005,1590561.0,2
名城公園,2006,1584039.0,2
名城公園,2007,1647189.0,2
名城公園,2008,1645648.0,2
名城公園,2009,1709898.0,2
名城公園,2010,1706826.0,2
名城公園,2011,1756900.0,2
名城公園,2012,1764349.0,2
名城公園,2013,1751576.0,2
名城公園,2014,1975990.0,2
名城公園,2015,2035595.0,2
名鉄堀田,1991,3504814.0,1
名鉄堀田,1992,3442298.0,1
名鉄堀田,1993,3346172.0,1
名鉄堀田,1994,3196563.0,1
名鉄堀田,1995,3069886.0,1
名鉄堀田,1996,2895784.0,1
名鉄堀田,1997,2744416.0,1
名鉄堀田,1998,2629163.0,1
名鉄堀田,1999,2579481.0,1
名鉄堀田,2000,2517039.0,1
名鉄堀田,2001,2410973.0,1
名鉄堀田,2002,2417199.0,1
名鉄堀田,2003,2415492.0,1
