station_name,year,josha_num,lines,log_josha_num
伝馬町,1994,2286133.0,1,14.64237230187196
伝馬町,1995,2453056.0,1,14.712845152168793
伝馬町,1996,2269681.0,1,14.635149850948151
伝馬町,1997,2223771.0,1,14.61471496142518
伝馬町,1998,2150636.0,1,14.581274170313012
伝馬町,1999,2163520.0,1,14.587247082884451
伝馬町,2000,2098804.0,1,14.55687821664384
伝馬町,2001,2297187.0,1,14.647195888893059
伝馬町,2002,2175579.0,1,14.592805393974704
伝馬町,2003,2525295.0,1,14.741868445550477
伝馬町,2004,2293992.0,1,14.645804089307045
伝馬町,2005,2392476.0,1,14.68783937091097
伝馬町,2006,2424805.0,1,14.701261666749339
伝馬町,2007,2431494.0,1,14.704016441210348
伝馬町,2008,2408936.0,1,14.694695714203833
伝馬町,2009,2343452.0,1,14.667135613950368
伝馬町,2010,2419193.0,1,14.698944571444645
伝馬町,2011,2447063.0,1,14.71039908790459
伝馬町,2012,2513671.0,1,14.737254792424483
伝馬町,2013,2566002.0,1,14.757859603580641
伝馬町,2014,2592771.0,1,14.768237745927424
伝馬町,2015,2666476.0,1,14.796268308419753
八事,1991,3869964.0,1,15.168755762637117
八事,1992,3406085.0,1,15.041074095853446
八事,1993,3717855.0,1,15.12865744704095
八事,1994,3598442.0,1,15.09601153197323
八事,1995,4240514.0,1,15.260195046275907
八事,1996,3909294.0,1,15.178867352998303
八事,1997,4347351.0,1,15.285077252052814
八事,1998,4100078.0,1,15.22651655588382
八事,1999,4472550.0,1,15.313469273732371
八事,2000,4140022.0,1,15.23621165979704
八事,2001,4604775.0,1,15.342604366543005
八事,2002,4848928.0,1,15.394268207554894
八事,2003,5290863.0,1,15.481491928525145
八事,2004,4527961.0,2,15.325782285753858
八事,2005,5176882.0,2,15.45971350250084
八事,2006,5386808.0,2,15.499463559668676
八事,2007,5614843.0,2,15.540924184944535
八事,2008,5781706.0,2,15.570209352808025
八事,2009,5742917.0,2,15.56347782736519
八事,2010,6115423.0,2,15.626324498872885
八事,2011,5663019.0,2,15.549467700202445
八事,2012,5864965.0,2,15.584507072447474
八事,2013,6074458.0,2,15.619603325103718
八事,2014,6189349.0,2,15.638340469501633
八事,2015,6569730.0,2,15.697983293725922
八事日赤,1991,1.0,0,0.0
八事日赤,1992,1.0,0,0.0
八事日赤,1993,1.0,0,0.0
八事日赤,1994,1.0,0,0.0
八事日赤,1995,1.0,0,0.0
八事日赤,1996,1.0,0,0.0
八事日赤,1997,1.0,0,0.0
八事日赤,1998,1.0,0,0.0
八事日赤,1999,1.0,0,0.0
八事日赤,2000,1.0,0,0.0
八事日赤,2001,1.0,0,0.0
